Company,Year,Revenue,NetIncome,Assets,Liabilities,CashFlow
Microsoft,2016,461405.6,107154.44,1411735.86,506967.49,85725.2
Microsoft,2016,489178.44,68068.71,982741.22,301159.8,72843.71
Microsoft,2016,501628.24,145175.18,1320029.64,735560.99,122314.18
Microsoft,2016,474556.81,68808.26,1288075.58,636777.13,63313.89
Microsoft,2016,433905.73,55856.52,734728.09,285404.01,72259.79
Microsoft,2016,465173.88,85111.91,1510529.86,1205077.23,92887.49
Microsoft,2016,498164.41,65625.82,1051868.13,527356.04,74567.57
Microsoft,2016,486496.59,62665.56,859357.24,529534.32,54153.25
Microsoft,2016,477209.49,106587.38,1384491.16,936935.08,131787.8
Microsoft,2016,470176.18,109345.25,1287504.82,506401.36,88880.72
Microsoft,2016,450883.8,72483.37,1232811.85,893763.52,65098.97
Microsoft,2017,439661.28,127884.27,754497.94,406859.65,139749.61
Microsoft,2017,477159.0,34120.7,770160.31,271667.67,37286.9
Microsoft,2017,477426.87,51769.88,1325121.32,940880.86,42492.17
Microsoft,2017,473259.35,105218.62,948706.99,430604.3,116457.96
Microsoft,2017,509312.5,128591.78,1357959.78,903193.8,126330.01
Microsoft,2017,486139.8,80964.35,913880.74,594816.77,87298.38
Microsoft,2017,460678.94,127992.64,710306.23,325239.69,106034.31
Microsoft,2017,497462.56,112191.17,1075864.48,686220.21,111963.27
Microsoft,2017,496536.13,81206.46,1154227.75,885713.93,75151.67
Microsoft,2017,439201.16,86143.06,1510256.27,738393.9,71586.47
Microsoft,2017,458937.06,80994.55,837030.53,526534.98,105201.77
Microsoft,2017,469076.01,65052.46,1079535.44,386012.82,80771.53
Microsoft,2017,465747.24,68380.36,1313118.72,684156.79,76867.51
Microsoft,2017,433880.64,109958.73,1466953.86,915940.6,140448.42
Microsoft,2017,441995.28,74853.69,1194984.41,706078.43,74908.4
Microsoft,2017,458826.97,37488.92,1047724.45,399529.19,43756.42
Microsoft,2017,447171.31,28905.75,1164761.54,696078.81,35726.25
Microsoft,2017,480369.94,65508.15,1492040.45,850671.12,55003.27
Microsoft,2017,479366.18,132786.65,1099007.01,492534.17,115754.74
Microsoft,2017,441996.48,69920.69,1189571.48,404820.34,88784.2
Microsoft,2018,486649.93,95702.62,1536294.14,522483.47,99379.46
Microsoft,2018,475596.44,122305.92,1458625.33,639657.71,155382.34
Microsoft,2018,430888.74,115815.74,1483067.54,576285.58,134465.9
Microsoft,2018,423457.86,64092.76,1072435.24,633082.77,81267.61
Microsoft,2018,479323.14,81638.07,1495176.67,1159160.25,66211.18
Microsoft,2018,506750.84,36249.43,1585508.63,697889.17,31395.26
Microsoft,2018,458779.58,96797.51,1037715.23,339626.25,106451.18
Microsoft,2018,499668.47,72853.58,965692.03,503404.32,60044.56
Microsoft,2018,492427.18,126349.53,1317735.58,627968.79,151605.75
Microsoft,2018,468930.59,120272.76,1295616.59,896829.35,132213.62
Microsoft,2018,456506.43,132152.43,1178803.53,710281.89,120290.94
Microsoft,2018,475203.74,91667.71,888477.41,293014.12,101034.29
Microsoft,2018,487406.51,88147.63,952170.67,602972.54,74048.67
Microsoft,2018,458954.44,41692.2,857748.26,344083.12,41415.09
Microsoft,2018,424418.29,63428.62,1070983.45,580095.12,62882.63
Microsoft,2018,494076.62,42654.46,1240820.81,410737.38,35641.12
Microsoft,2018,470625.99,90127.04,1532389.76,887156.88,115353.2
Microsoft,2018,424201.24,31603.81,673687.45,264515.58,33836.14
Microsoft,2018,476964.78,29283.87,1617836.76,1166594.08,27770.07
Microsoft,2018,426719.98,39459.55,748419.4,270659.81,41798.75
Microsoft,2019,426365.58,59492.89,1483330.4,952531.18,75823.11
Microsoft,2019,417550.32,60768.13,1089582.37,368691.83,48741.74
Microsoft,2019,462601.52,97356.75,1073965.34,585119.98,98108.49
Microsoft,2019,407432.66,54531.97,755447.18,263811.29,69711.5
Microsoft,2019,456535.73,105991.19,972753.23,483043.54,97348.88
Microsoft,2019,413659.41,39197.5,1280287.51,817812.97,42077.12
Microsoft,2019,445930.04,125131.79,733764.46,323076.79,121999.61
Microsoft,2019,472159.32,140764.22,935508.64,689613.62,171072.36
Microsoft,2019,424557.14,63612.73,984694.79,777032.83,56643.7
Microsoft,2019,473587.31,63246.72,1402642.81,715355.55,68887.06
Microsoft,2019,476442.39,119606.76,1540265.06,507992.76,137072.37
Microsoft,2019,417331.06,64250.05,1083882.56,543425.92,68092.58
Microsoft,2019,490431.51,41100.28,1398177.13,696292.89,35613.6
Microsoft,2019,418931.21,120366.59,1365381.84,1028843.86,155966.98
Microsoft,2019,423162.44,58760.27,1201120.39,650888.66,59300.55
Microsoft,2019,435921.02,86506.42,1155708.07,440011.48,89609.39
Microsoft,2019,452619.47,87161.72,869126.42,583301.76,70827.57
Microsoft,2019,435666.74,106761.51,1144838.9,492946.13,122506.33
Microsoft,2019,453807.39,113025.68,1347830.8,815510.36,118008.85
Microsoft,2019,416750.27,48065.17,974445.05,584325.62,50797.86
Microsoft,2020,419932.95,21675.3,1046673.83,463480.77,25301.66
Microsoft,2020,397908.68,78072.45,1346104.56,521217.92,80869.38
Microsoft,2020,403532.79,83297.43,1049614.34,528672.65,88352.63
Microsoft,2020,470642.3,46628.22,727203.08,531463.61,50757.54
Microsoft,2020,470149.19,93670.79,1467016.94,755274.13,110056.62
Microsoft,2020,472014.81,91113.37,878688.76,381701.35,81940.28
Microsoft,2020,416488.3,52729.03,1087145.92,645760.12,53427.68
Microsoft,2020,447208.11,31480.65,749331.39,289178.02,33339.23
Microsoft,2020,413749.23,49989.64,951882.09,671965.04,40338.19
Microsoft,2020,450038.52,97756.98,1393909.5,1068259.44,79189.89
Microsoft,2020,408730.64,110987.87,987917.13,575259.52,125584.29
Microsoft,2020,452513.0,128031.81,1581034.63,1043607.33,120812.17
Microsoft,2020,469240.17,29236.12,920725.09,689340.3,27133.92
Microsoft,2020,414304.04,35021.67,1333322.99,733366.48,39835.28
Microsoft,2020,415838.95,99597.63,1255838.25,573037.75,100129.61
Microsoft,2020,413390.45,121594.77,1153857.57,885322.53,115720.87
Microsoft,2020,461083.41,111335.35,1329447.0,1040717.02,110976.59
Microsoft,2020,406808.05,88654.55,1203590.28,707145.74,80091.31
Microsoft,2020,437959.19,56079.55,1031364.57,642137.16,65759.29
Microsoft,2020,415268.7,62843.17,846451.8,338001.58,74889.8
Microsoft,2021,470022.1,67005.43,1411268.55,1056331.18,81951.81
Microsoft,2021,409688.6,118429.9,923172.98,433540.8,98440.79
Microsoft,2021,434883.8,33596.25,868497.59,398181.23,40463.77
Microsoft,2021,467217.87,58690.31,1503225.02,1095273.0,69391.05
Microsoft,2021,406688.84,90521.09,1378694.75,884115.91,87426.03
Microsoft,2021,436080.25,92201.0,1099419.71,395765.23,88147.11
Microsoft,2021,461147.25,122367.5,818351.95,635199.36,118012.61
Microsoft,2021,449512.9,106964.42,1404229.95,1085294.01,102307.16
Microsoft,2021,465807.44,38625.56,1355537.74,909550.73,43989.16
Microsoft,2021,415460.95,111451.88,763499.61,249524.96,129142.92
Microsoft,2021,433995.3,113825.9,983778.06,377907.81,138665.12
Microsoft,2021,440094.26,42820.71,1294215.12,719010.03,47195.12
Microsoft,2021,432784.59,111302.35,1367220.82,895111.83,94907.59
Microsoft,2021,464175.21,101075.66,1343345.5,646809.33,125297.41
Microsoft,2021,454750.09,35537.64,1052999.32,782578.76,29268.74
Microsoft,2021,474354.51,104258.68,1310523.85,570444.33,96376.3
Microsoft,2021,472746.72,58889.17,1442355.26,716217.22,51211.61
Microsoft,2021,395395.21,73568.95,1364729.35,661304.31,71994.29
Microsoft,2021,423083.36,76212.53,1007501.0,745507.73,80233.53
Microsoft,2021,436676.45,36939.73,1513293.11,643129.06,30906.81
Microsoft,2022,472758.7,94004.09,1101665.49,563056.95,112102.88
Microsoft,2022,431935.25,110170.84,1208336.36,615629.12,113367.37
Microsoft,2022,437256.99,104079.66,1104401.61,508496.62,114282.08
Microsoft,2022,501805.39,79694.51,1676723.88,792266.15,65936.55
Microsoft,2022,432680.17,66924.28,839083.62,251820.34,84157.33
Microsoft,2022,488543.08,115087.59,896783.94,323005.24,95960.3
Microsoft,2022,478075.93,134913.98,1128771.52,405872.75,142495.66
Microsoft,2022,445307.96,63993.53,1221328.9,805294.27,54733.78
Microsoft,2022,417950.91,124792.86,821464.42,268549.26,111681.83
Microsoft,2022,418245.02,61880.49,1298568.64,611135.26,63247.54
Microsoft,2022,473845.2,83976.51,1527151.59,1119429.36,67597.34
Microsoft,2022,482793.53,79749.48,1679001.92,909374.37,103151.8
Microsoft,2022,480743.16,53915.93,1238774.15,986148.24,66250.03
Microsoft,2022,423346.19,95927.28,927618.9,281524.11,96094.24
Microsoft,2022,435344.97,110889.9,946727.83,675738.21,88745.08
Microsoft,2022,441726.1,48718.55,868934.75,290305.29,43533.05
Microsoft,2022,463361.71,56919.48,1081852.09,528412.74,70463.61
Microsoft,2022,493907.18,85564.11,1066993.56,377075.9,109239.82
Microsoft,2022,420102.57,52266.04,880590.6,405248.36,46106.14
Microsoft,2022,483240.26,38960.99,1338485.31,484428.64,32542.86
Microsoft,2023,546972.84,53347.46,1718862.31,983731.43,44754.69
Microsoft,2023,551420.45,61615.88,1775182.73,682389.12,75600.93
Microsoft,2023,460356.79,81918.24,1398971.4,1073567.52,102774.71
Microsoft,2023,538293.39,146441.55,1021917.37,451781.65,138311.74
Microsoft,2023,495519.77,73500.53,1282955.52,487445.97,84203.92
Microsoft,2023,475273.23,60633.99,1191362.77,831833.65,70925.68
Microsoft,2023,521467.88,46381.08,1352734.98,464966.47,45856.12
Microsoft,2023,499043.81,29919.1,1022029.85,794960.1,38201.2
Microsoft,2023,493129.97,29969.99,916329.12,454599.03,38178.46
Microsoft,2023,472724.86,113869.47,811841.17,641865.0,112822.81
Microsoft,2023,534003.15,72436.34,1471359.05,582670.02,63237.68
Microsoft,2023,549740.32,153603.94,1800365.39,1103113.99,184959.75
Microsoft,2023,465750.53,62269.57,990840.59,612163.77,60898.32
Microsoft,2023,473431.14,94268.08,1481256.12,727388.22,81648.82
Microsoft,2023,478087.78,52288.86,1003886.41,623812.54,57542.46
Microsoft,2023,526353.01,74018.65,1656956.8,666169.26,76573.8
Microsoft,2023,536487.41,50987.58,922611.48,684431.93,49532.64
Microsoft,2023,525172.96,29586.75,1512547.38,692823.32,24493.99
Microsoft,2023,518015.46,57085.8,1177767.46,400782.97,49869.1
Microsoft,2023,487877.17,35341.76,1620558.42,491067.32,36823.64
Microsoft,2024,475509.23,60351.52,1593963.59,607056.69,77425.94
Microsoft,2024,483563.78,113826.82,1254052.33,930807.0,122591.1
Microsoft,2024,515643.15,50978.8,944894.8,716461.35,49139.44
Microsoft,2024,499789.39,119927.42,1088364.86,844605.11,140190.82
Microsoft,2024,521777.72,140996.75,834433.1,357580.74,145581.71
Microsoft,2024,485630.84,114597.37,1621237.78,829887.4,111281.64
Microsoft,2024,557307.04,89845.2,1381060.78,657143.16,112735.44
Microsoft,2024,518999.38,124842.0,1621153.45,763440.91,126945.24
Microsoft,2024,546273.31,76922.84,1686821.11,1299689.19,85507.83
Microsoft,2024,535847.91,134644.82,1709397.33,850470.76,111167.04
Microsoft,2024,502696.56,109808.56,1206824.02,813980.56,107446.71
Microsoft,2024,525418.74,50758.05,1575593.61,902575.62,45785.4
Microsoft,2024,491966.67,116670.97,1212797.44,494840.42,149763.0
Microsoft,2024,533261.94,154263.99,1255410.64,674846.2,192672.27
Microsoft,2024,514715.22,116747.57,1031667.27,539936.72,100604.29
Microsoft,2024,483581.9,24293.15,763348.58,602008.69,22378.29
Microsoft,2024,528206.14,137214.71,1374033.67,517422.95,159725.91
Microsoft,2024,522053.1,121540.56,1586776.87,1249912.36,132088.05
Microsoft,2024,496819.09,105383.35,813233.93,608867.15,90597.06
Microsoft,2024,495472.71,125818.53,1335113.04,663307.87,130438.31
Google,2000,263940.42,70580.95,442435.1,304571.98,86375.11
Google,2000,255737.7,40300.84,468255.61,305912.36,43028.16
Google,2000,279254.08,27680.15,537142.91,172287.87,26601.56
Google,2000,275334.97,72821.62,780259.36,403938.84,92961.17
Google,2000,283605.82,80130.36,724662.76,311207.97,66220.8
Google,2000,283960.49,22809.34,597893.07,338548.26,24684.46
Google,2000,277452.64,25404.63,626897.25,381527.86,32642.65
Google,2000,284040.67,79716.28,859059.44,511877.86,71426.72
Google,2000,280880.36,57817.79,759764.06,413990.07,61537.11
Google,2000,263652.01,47412.06,499650.03,351047.72,42333.68
Google,2000,250715.5,39879.19,706169.02,366401.74,37421.71
Google,2000,275253.38,37641.06,926430.04,705312.1,39567.75
Google,2000,263311.92,61689.53,414301.79,222639.36,59725.44
Google,2000,294043.68,15584.54,766168.95,513587.41,16247.02
Google,2000,250738.15,73495.2,635877.18,386036.66,67491.0
Google,2000,271381.23,42684.84,447722.5,158081.94,52021.56
Google,2000,258745.39,25548.41,649405.1,444435.68,21230.04
Google,2000,276219.78,22043.06,434472.2,141799.55,26828.21
Google,2000,252427.03,15470.71,599716.08,432993.05,14406.39
Google,2000,268177.37,16085.45,643131.44,378680.0,17460.01
Google,2001,272598.36,35133.38,467028.39,225761.13,29854.49
Google,2001,295885.24,86270.84,1017889.28,745640.08,94932.09
Google,2001,292359.76,35463.66,807363.43,426146.42,36917.98
Google,2001,295412.2,35591.14,631023.87,481042.68,29473.46
Google,2001,280815.73,78122.99,764022.65,437940.49,72253.77
Google,2001,273180.24,71849.71,715305.06,398690.36,61057.16
Google,2001,255628.18,74367.68,576178.84,346632.95,62458.26
Google,2001,291407.66,82509.65,772618.01,280504.89,90006.54
Google,2001,295871.9,44855.4,964446.37,602143.87,56052.41
Google,2001,288210.5,23870.17,610828.56,244879.63,29943.06
Google,2001,295552.92,64755.52,621232.32,243536.98,76296.61
Google,2001,280200.19,29826.58,765855.47,245201.59,28725.53
Google,2001,279899.78,24348.36,971058.8,392840.56,21065.63
Google,2001,265685.19,64366.3,624628.89,363976.23,52169.18
Google,2001,256615.24,41432.17,804055.22,597107.04,34941.96
Google,2001,283643.86,78940.19,645557.97,461433.81,68429.13
Google,2001,304938.83,72531.48,1031507.05,658419.84,71204.29
Google,2001,305088.29,36272.46,660316.33,429472.52,42897.92
Google,2001,304617.5,30827.47,943094.57,631187.76,25645.29
Google,2001,275537.4,33254.98,581103.09,459927.66,37291.76
Google,2002,301309.85,88631.62,679274.0,476116.79,90161.89
Google,2002,309678.34,29470.35,1051473.26,430458.28,28383.19
Google,2002,303432.37,45041.13,824250.61,430495.17,52751.5
Google,2002,274343.29,17726.55,576082.16,309445.03,15670.45
Google,2002,281312.51,42195.68,454258.85,268763.9,52414.28
Google,2002,270122.7,53876.51,764306.34,389541.98,61987.56
Google,2002,284394.91,50098.81,430774.7,278220.17,56645.29
Google,2002,263876.7,37486.99,912502.44,465712.3,39397.8
Google,2002,311904.48,71524.52,830957.29,580758.0,88131.31
Google,2002,286938.48,48428.64,651953.45,510709.74,55624.32
Google,2002,266346.74,70778.96,655511.26,219187.86,76077.37
Google,2002,284749.4,76722.12,543298.78,387498.24,82771.23
Google,2002,264769.96,77567.36,668605.18,297822.44,80259.21
Google,2002,309034.91,39008.17,582639.82,212392.97,37016.01
Google,2002,304747.01,51169.03,595769.19,228234.71,49447.95
Google,2002,313557.39,42567.51,1090003.3,591452.39,37867.29
Google,2002,310869.01,51321.01,907533.17,718635.4,42344.33
Google,2002,267089.12,61461.0,551178.46,216145.02,50378.41
Google,2002,262964.44,64063.77,465149.09,248324.64,70659.03
Google,2002,285365.91,16202.12,875218.12,267166.12,19133.82
Google,2003,322081.35,50956.48,828098.51,445924.17,50681.54
Google,2003,321745.76,87992.12,698713.63,424492.9,111173.97
Google,2003,326005.36,57781.11,784254.67,344560.06,73927.23
Google,2003,279248.49,54441.56,576676.2,253451.58,54576.81
Google,2003,328101.91,20913.73,871794.22,297531.23,18346.79
Google,2003,296184.88,52606.89,597578.11,273827.36,44373.04
Google,2003,288403.34,84109.84,977518.53,456930.43,91295.09
Google,2003,323011.12,16649.92,1008236.31,780561.2,14080.22
Google,2003,280311.95,81342.77,721825.78,221671.48,75552.46
Google,2003,296777.34,66248.78,880336.77,702254.11,62522.66
Google,2003,301815.55,55332.11,697583.43,268277.29,71308.06
Google,2003,319799.15,55831.58,865533.46,358011.06,59845.51
Google,2003,310761.78,55561.64,1081628.22,655110.66,54755.27
Google,2003,315166.79,29189.37,715123.42,338596.26,29653.58
Google,2003,315716.28,54001.14,974941.0,573503.64,52436.98
Google,2003,317325.68,34770.14,618393.49,341508.71,32351.0
Google,2003,271616.25,57602.85,685067.14,358124.95,73932.35
Google,2003,303697.77,80740.45,540248.11,315830.79,99632.89
Google,2003,304377.32,69855.67,683049.23,236488.55,71878.01
Google,2003,293611.81,78325.37,583697.53,457249.45,100183.56
Google,2004,293472.74,40209.58,965851.5,756562.21,41082.91
Google,2004,297780.93,54054.24,856280.5,373969.6,63148.14
Google,2004,281964.66,17573.06,640785.96,305486.12,16831.77
Google,2004,307765.06,40065.9,579988.14,263740.77,51582.93
Google,2004,303072.77,48848.72,804079.34,636565.8,44979.93
Google,2004,318937.72,73035.52,865803.9,298086.91,83146.27
Google,2004,282695.02,56266.39,842194.35,341497.13,68690.63
Google,2004,280713.67,73253.13,679511.82,277780.33,63502.34
Google,2004,334911.67,22829.72,635724.93,301277.15,25343.67
Google,2004,310923.23,25312.53,646551.17,271147.97,22952.68
Google,2004,303074.59,68497.24,586420.8,283440.3,68186.17
Google,2004,336271.06,97070.22,1042532.81,438728.52,80958.37
Google,2004,297540.58,34722.58,747377.79,514841.62,42679.66
Google,2004,328543.64,45969.46,944388.4,431035.01,38175.47
Google,2004,320128.79,16792.96,742175.44,344881.24,19256.3
Google,2004,323926.97,40822.46,1011706.21,452190.57,41768.04
Google,2004,321623.47,71796.03,1117556.95,461082.22,81212.72
Google,2004,314733.18,87739.62,570524.49,385616.98,95121.53
Google,2004,295060.25,49749.73,639558.79,377120.13,61913.56
Google,2004,312362.16,64949.65,792617.63,258062.63,59521.76
Google,2005,327480.59,41773.04,610268.99,336909.02,40160.8
Google,2005,312868.66,51935.06,552703.93,422195.53,64080.12
Google,2005,340950.83,26100.96,1040498.22,732488.55,30900.47
Google,2005,303863.77,64108.26,962837.83,566800.19,72006.64
Google,2005,325379.13,59276.54,510439.72,316207.97,49835.19
Google,2005,323920.47,39895.27,839231.26,307752.96,45712.86
Google,2005,346410.35,31467.44,591885.8,220630.01,38974.43
Google,2005,329741.32,55005.88,564986.57,352991.18,67877.24
Google,2005,348482.83,71966.47,575190.93,204882.15,59347.47
Google,2005,312829.4,26251.19,631945.45,311251.48,33378.17
Google,2005,334875.73,86646.9,978072.54,348439.87,101200.13
Google,2005,313930.14,65855.31,684971.7,547180.14,61362.38
Google,2005,314182.01,88809.22,486758.67,315587.3,103255.21
Google,2005,348994.65,102468.26,1204451.68,400646.86,124080.83
Google,2005,337120.6,71414.12,592219.71,370192.74,92212.86
Google,2005,353707.57,56516.34,558821.16,268874.98,68565.35
Google,2005,340568.4,56137.9,548384.29,281566.47,58075.36
Google,2005,354753.17,74594.49,753249.48,423822.7,62139.27
Google,2005,357502.75,50055.74,877931.91,419337.14,57126.41
Google,2005,338115.3,77371.12,688499.61,315218.7,66742.31
Google,2006,365537.13,21913.69,985255.86,724013.24,27291.66
Google,2006,351574.84,57948.65,581483.12,369464.21,70154.35
Google,2006,337753.86,52461.69,1073273.24,792676.93,48348.17
Google,2006,358440.81,35171.39,610696.23,461417.79,42566.31
Google,2006,372605.42,23172.92,1187663.98,616423.78,22505.48
Google,2006,358163.94,26088.06,1079252.93,638073.26,23304.33
Google,2006,333938.37,32078.84,538978.13,320098.69,39141.77
Google,2006,322392.82,20069.33,852903.28,605346.26,19334.18
Google,2006,344851.53,68655.33,706402.77,221318.94,80162.94
Google,2006,363517.9,70954.7,1084507.76,691498.87,64067.9
Google,2006,345045.38,28130.7,607181.2,387441.03,34581.07
Google,2006,386312.46,80000.2,721709.96,254637.44,96514.28
Google,2006,360346.82,73716.6,1103714.99,719223.31,89729.99
Google,2006,325010.89,76988.63,1040589.17,461051.26,86244.49
Google,2006,342454.14,99138.0,536573.29,316522.66,87563.81
Google,2006,369372.05,34710.84,727946.06,398321.46,43646.02
Google,2006,335526.31,28875.4,1012602.86,557245.24,36264.39
Google,2006,331124.06,70026.77,650909.87,246291.42,79950.59
Google,2006,361356.31,86258.23,765686.97,401209.12,86494.22
Google,2006,387756.68,47718.21,810269.72,386720.76,51645.27
Google,2007,387936.81,108165.51,788043.64,589384.03,92128.62
Google,2007,419286.16,116035.93,770437.85,604149.22,119104.11
Google,2007,441710.31,96825.11,928993.53,366163.97,92164.68
Google,2007,375582.47,32287.69,641990.96,328360.25,38673.85
Google,2007,379333.33,31325.39,1057148.08,421370.23,26589.15
Google,2007,381308.17,107121.99,1198429.67,571689.64,120824.01
Google,2007,410035.29,89912.98,1174891.46,721814.55,83893.36
Google,2007,371393.84,60868.37,1218895.2,712747.3,74027.84
Google,2007,445270.64,40476.9,1283962.49,818072.58,52214.31
Google,2007,444803.5,98599.44,883926.67,618110.4,84156.06
Google,2007,428913.12,119044.42,971774.21,597949.82,120838.58
Google,2007,402318.11,51332.86,1216714.26,934543.96,65212.01
Google,2007,381923.37,102617.43,1136169.65,484483.98,85546.23
Google,2007,389152.39,108204.62,1076534.57,711080.51,100476.24
Google,2007,424158.36,24189.91,954628.9,585547.1,21118.96
Google,2007,432193.87,47004.47,1212114.6,609207.07,51611.93
Google,2007,376701.78,20427.86,1250321.74,543658.65,24714.41
Google,2007,445869.79,45861.19,905267.94,571613.24,58827.27
Google,2007,439391.47,77209.38,1357816.56,499503.95,99501.2
Google,2007,443155.73,40297.14,930115.73,325612.59,37712.44
Google,2008,493317.04,71323.24,827191.01,389700.24,92056.31
Google,2008,476807.52,73447.54,874024.91,693179.01,88902.71
Google,2008,445945.59,30108.99,719422.23,259128.03,32830.37
Google,2008,503315.3,87670.41,1603507.68,838543.61,101197.23
Google,2008,485864.66,45423.94,1079801.22,668020.19,37944.81
Google,2008,453041.66,83223.69,1582224.89,850076.87,100536.58
Google,2008,459292.56,114408.71,1235878.01,918625.31,115034.67
Google,2008,474558.13,98473.03,1107982.14,412342.22,83384.96
Google,2008,422475.56,113385.5,833523.08,338204.8,132436.27
Google,2008,449361.33,79317.3,820094.38,639569.35,97226.4
Google,2008,497556.6,75476.07,1504970.61,559755.88,60706.12
Google,2008,422768.16,83137.54,1019205.18,569743.52,66820.27
Google,2008,458461.14,105224.64,1093607.42,728462.41,96439.38
Google,2008,493067.65,97187.48,947442.4,396372.23,108268.34
Google,2008,494556.44,76115.67,997322.93,731542.16,86363.44
Google,2008,460712.27,79231.01,879275.32,539348.64,77596.58
Google,2008,509243.11,86594.69,1258732.46,733747.75,108968.86
Google,2008,491975.36,80084.99,1445127.71,857130.9,83783.6
Google,2008,438043.11,72708.18,872422.93,660791.52,70359.95
Google,2008,505398.19,92621.2,1396460.05,798035.34,80088.66
Google,2009,518116.15,38748.11,1422699.33,744693.61,46071.21
Google,2009,502413.36,45790.71,1161913.51,886880.09,52897.93
Google,2009,522472.93,93688.82,871707.43,690643.29,106168.52
Google,2009,508976.82,99989.56,874913.2,684985.59,88729.99
Google,2009,545630.95,60763.44,1601493.82,1102485.46,69070.4
Google,2009,542241.66,148095.56,898631.85,418274.83,136861.59
Google,2009,579996.37,85460.98,1719819.98,1104748.0,77431.12
Google,2009,504286.08,60676.28,1171080.64,488530.97,49137.21
Google,2009,569017.01,165812.96,1242244.24,582927.38,133238.32
Google,2009,548887.77,140712.86,984274.67,373860.17,168157.72
Google,2009,542422.73,33204.48,1489001.36,676689.86,32685.25
Google,2009,557932.45,141008.39,1283642.59,992995.7,141464.04
Google,2009,558145.19,95425.7,1839124.48,1386480.3,80511.47
Google,2009,574788.69,147366.46,1771855.92,709549.75,177216.95
Google,2009,566059.39,69222.03,1927160.6,626192.43,60566.14
Google,2009,534466.79,103658.83,1491322.76,460050.05,132702.31
Google,2009,484635.23,41564.98,740536.7,432050.75,52626.81
Google,2009,547441.98,139961.41,835704.34,477193.57,144129.67
Google,2009,530563.78,36106.61,1522118.89,839616.32,42698.76
Google,2009,529181.28,46221.56,1479862.81,571512.93,57138.96
Google,2010,567612.14,50688.32,1943887.75,1086988.46,42398.2
Google,2010,569063.87,64474.78,1768301.6,1253568.52,83138.53
Google,2010,555838.21,91012.51,1671378.38,612117.81,97698.09
Google,2010,560535.02,40564.96,1309391.96,951459.72,49816.88
Google,2010,513225.16,37301.32,1039481.6,766496.09,32245.17
Google,2010,578923.98,43588.0,1589884.87,760018.47,52063.99
Google,2010,527455.14,110660.33,1039806.64,682976.34,136869.01
Google,2010,516142.44,137628.83,1386952.43,504233.83,139524.1
Google,2010,519747.07,116988.29,1568459.58,553506.66,123196.85
Google,2010,588939.08,167282.71,1488270.11,1153617.11,178631.91
Google,2010,544441.86,142671.42,1353463.65,725390.54,149113.92
Google,2010,592342.77,152815.78,1366558.46,637704.41,159839.8
Google,2010,563342.32,61733.47,1739550.46,944995.8,59697.68
Google,2010,514027.75,56394.65,1746955.36,790584.37,49877.1
Google,2010,551478.1,69911.95,865996.26,399720.15,74949.4
Google,2010,561113.39,78073.17,1343645.21,1051750.33,77188.93
Google,2010,530051.98,58765.15,1280356.04,870334.92,53064.58
Google,2010,577791.46,31944.62,1350798.99,929258.57,30966.04
Google,2010,562386.04,56938.67,1678154.76,547312.64,69822.25
Google,2010,523698.58,140665.18,1154786.0,763708.24,134984.09
Google,2011,592398.58,48374.84,1100107.61,601225.38,40681.75
Google,2011,518040.56,148129.34,1788783.34,873158.21,186886.35
Google,2011,554578.43,65127.26,1610938.02,1014006.39,84311.32
Google,2011,525274.63,114517.68,842565.46,300646.75,91838.51
Google,2011,602196.88,150891.52,1850819.61,1026951.39,143352.01
Google,2011,513357.03,62202.8,1156050.48,783981.47,66546.47
Google,2011,505629.26,27560.46,861928.19,435488.66,34907.98
Google,2011,564275.01,141326.33,1372739.56,660058.54,120720.98
Google,2011,589258.63,144833.88,1082018.02,601742.99,151161.3
Google,2011,562985.56,161321.67,1497284.25,853614.68,133116.42
Google,2011,504102.56,48815.63,788891.04,529879.53,56707.41
Google,2011,511764.14,132557.01,926074.1,417277.69,122547.42
Google,2011,536508.99,60982.8,1329416.62,669632.39,78868.12
Google,2011,503371.36,43061.08,808239.13,495386.41,35622.48
Google,2011,585122.11,104142.76,1494410.8,867949.69,92208.71
Google,2011,518219.68,67215.34,1392452.56,564025.29,57681.91
Google,2011,599123.42,33248.63,1860514.76,1291229.94,31539.88
Google,2011,511719.14,44216.2,1481356.94,920520.08,52677.98
Google,2011,595705.16,132831.43,1079240.88,455138.87,162200.05
Google,2011,519436.31,35389.5,1509772.86,756793.54,44591.47
Google,2012,561017.71,40732.55,1905055.22,817799.5,39453.8
Google,2012,535254.23,33617.22,1334405.3,482600.01,33633.53
Google,2012,529898.77,128876.69,1646046.3,620076.24,126721.31
Google,2012,532251.13,46759.65,1648332.26,1077373.32,41858.81
Google,2012,531562.23,40638.6,1465205.14,528478.93,52544.37
Google,2012,574567.42,84782.96,1526699.1,1153682.09,91315.46
Google,2012,511592.67,74015.1,1630082.45,1014084.9,83293.79
Google,2012,583516.21,159587.75,1948702.05,677027.02,171088.12
Google,2012,570394.0,136456.33,1547725.57,593388.18,163571.61
Google,2012,568274.89,40650.94,1379555.29,533872.31,39380.13
Google,2012,495342.89,74342.28,1287769.58,785270.68,84136.52
Google,2012,580344.51,60277.9,1010358.69,733286.6,52942.47
Google,2012,594729.65,155007.1,1487866.81,1176472.23,131552.72
Google,2012,524949.17,110006.3,1154895.38,882555.2,91614.68
